Stream_Name,LTER,Latitude,Longitude,Name,drainSqKm,elevation_mean_m,major_soil,major_rock,major_land,median_q,prop_area,precip,evapotrans,temp,npp,cycle0,Max_Daylength
Mississippi River at Thebes,USGS,37.2216,-89.462975,Humid Subtropical,1847180,810.9334826,mollisols,sedimentary,cropland,5433.6,0.428936557,1.962180107,466.9845718,7.767370549,0.388307212,112.8421053,14.67594191
MISSISSIPPI RIVER LD2,USGS,44.7458333,-92.8477778,Humid Continental,96088.56,366.9985303,mollisols,sedimentary,cropland,401.86,0.455466756,2.128371029,620.4542711,5.872367986,0.517888541,131.1052632,15.51560351
Mississippi River near St. Francisville,USGS,30.75851659,-91.3959464,Humid Subtropical,2914514,704.4502366,mollisols,sedimentary,cropland,12706.7,0.411068538,2.324558002,514.9704517,9.739339933,0.438900327,105.7894737,14.10197869
Missouri River at Hermann,USGS,38.70980556,-91.4385,Humid Subtropical,1353269,997.2267354,mollisols,sedimentary,shrubland_grassland,1995.15,0.441691672,1.744410261,404.8831481,7.572946277,0.330854671,110.3157895,14.82447969
Missouri River at Omaha,USGS,41.25888735,-95.9225138,Humid Continental,836048.2,1038.942459,mollisols,sedimentary,shrubland_grassland,936.73,0.448882507,1.450435855,369.2646943,6.153795453,0.296052475,115.2105263,15.09714452
Misssissippi River at Clinton,USGS,41.78058635,-90.252073,Humid Continental,221703,354.9789188,alfisols,sedimentary,cropland,1256.52,0.450658746,2.502101223,665.480278,6.325973356,0.579949961,121.3684211,15.15613517
Mitta Mitta at Colemans,MD,-36.531228,147.456558,Humid Temperate,3652.1,997.881901,oxisol,plutonic,evergreen_broadleaf_forest,5.526,0.193794637,2.104971546,144.0613132,10.76336996,0.00013775,80.73684211,14.59845721
Mitta Mitta at Talandoon,MD,-36.407522,147.231224,Humid Temperate,4763.6,925.4436912,oxisol,plutonic,evergreen_broadleaf_forest,19.0415,0.190648445,2.104971546,124.7016411,10.76336996,0.00014099,79.84210526,14.58673926
MK04.4M,UMR,40.530625,-89.732703,Humid Continental,2779,219.6710716,mollisols,sedimentary,cropland,11.0087,0.362222386,3.025483844,689.0615402,10.97727317,0.489415455,132.2105263,15.01669303
MOLE AT ESHER,UK,51.4020008,-0.3424226,Humid Temperate,469.6,87.29022403,alfisols,sedimentary,cropland,3.05,0.17143809,2.351490433,1332.294742,10.28598529,0.00010893,68,16.52759144
Morrumsan Morrum,Swedish Goverment,56.1892142,14.7502686,Humid Temperate,3366.105688,189.9948467,spodosols,plutonic,evergreen_needleleaf_forest,18.8,0.37924819,2.31673353,429.482135,6.671492847,0.667998328,88.73684211,17.54754998
Motala Strom Norrkoping,Swedish Goverment,58.5928735,16.121245,Humid Continental,15377.4685,146.3688464,inceptisols,plutonic,evergreen_needleleaf_forest,75.8,0.41472316,2.124686531,436.0862569,6.284136486,0.648704024,89.10526316,18.22424554
MPR,LUQ,18.33,-65.75,Humid Tropical,17.7,556.6857143,oxisol,volcanic,mixed_forest,0.99616,0.125,4.320991574,1141.805933,26.13084715,1.637963295,48,13.20942705
MQ02.1M,UMR,42.16381031,-90.33544369,Humid Continental,4021,286.2575606,alfisols,carbonate_evaporite,cropland,27.2246,0.48950516,2.91754924,657.0466116,8.740053792,0.55443521,115,15.2002221
MROEDRI,NIVA,62.66764065,8.558496744,Tundra,2487,1155.38843,inceptisols,sedimentary; metamorphic,shrubland_grassland,38.8752297,0.632689422,3.341043757,321.6249154,-1.683351595,0.1670193,143.4210526,19.8844157
MURRAY RIVER DOWNSTREAM YARRAWONGA WEIR,Australia,-36.01,146,Humid Subtropical,26168.1,640.4111347,oxisol,sedimentary,evergreen_broadleaf_forest,108.5685,0.202450984,2.104971546,153.1152514,12.30765762,0.000121637,108.3157895,14.54938231
Murrumbidgee River at Balranald,MD,-34.665,143.4917,Semi-Arid,125463.6,378.069126,oxisol,sedimentary,cropland,9.3765,0.178210557,1.485292727,84.19398955,15.44123842,5.76E-05,141.8947368,14.42621384
MURRUMBIDGEE RIVER AT GUNDAGAI,Australia,-35.08,148.1,Humid Temperate,21345.6,810.7080847,oxisol,sedimentary,evergreen_broadleaf_forest,76.738,0.187089355,2.014976665,185.4969235,12.05239854,9.89E-05,125.9473684,14.46370235
"Mustijoki 4,2  6010",Finnish Environmental Institute,60.36926,25.56308,Humid Continental,783,74.34391534,spodosols,plutonic,evergreen_needleleaf_forest,2.5,0.674777215,2.208187109,415.7946603,5.20854258,0.583807649,116.2631579,18.84063853
"Mustionjoki 4,9  15500",Finnish Environmental Institute,60.08735,23.63833,Humid Continental,2046,86.86413685,spodosols,metamorphic,evergreen_needleleaf_forest,13.7,0.592643569,2.233692367,416.2033028,5.252495384,0.596392192,110.5263158,18.73422769
MUTTAMA CREEK AT COOLAC,Australia,-34.93,148.2,Humid Subtropical,1072.13,414.2463415,oxisol,sedimentary; plutonic,cropland,0.158,0.127032816,1.738619543,56.77041008,14.51145832,6.57E-05,139.2105263,14.45010055
Myllykanava vp 9100,Finnish Environmental Institute,62.25289,21.51004,Subarctic,1098,97.7458091,spodosols,plutonic,evergreen_needleleaf_forest,6.5,0.61359793,2.306008129,413.9200064,4.7338779,0.610260107,113.3157895,19.66694977
NAMOI RIVER AT GOANGRA,Australia,-30.15,148.4,Semi-Arid,35709.9,461.9230941,entisols,sedimentary,shrubland_grassland,1.542,0.129681659,2.024486141,89.44626725,16.52726945,6.90E-05,101.1578947,14.04441474
NAMOI RIVER AT GUNNEDAH,Australia,-30.97,150.3,Humid Subtropical,15921.8,618.0610069,oxisol,sedimentary,shrubland_grassland,5.737,0.130434637,2.493118516,95.44797121,15.28542143,8.20E-05,101.1052632,14.1105237
Narpionjoki mts 6761,Finnish Environmental Institute,62.47246,21.34108,Subarctic,992,67.18697092,inceptisols,metamorphic,evergreen_needleleaf_forest,4.1,0.597917189,2.177063237,427.4360824,4.380871335,0.609288122,117.7894737,19.78004629
NARRABRI CREEK AT NARRABRI,Australia,-30.33,149.8,Humid Subtropical,25150.2,537.4508627,oxisol,sedimentary,shrubland_grassland,2.063,0.13127767,2.024486141,102.3578096,15.68231094,7.58E-05,101.4736842,14.05881507
Nazareth,HYBAM,-4.12,-70.03,Humid Tropical,882878,1306.421187,ultisols,sedimentary,evergreen_broadleaf_forest,34845,0.258867941,5.269976877,269.1394184,20.28921567,0.000120627,43.42105263,12.35431746
NENE AT ORTON,UK,52.5775468,-0.1242856,Humid Temperate,1634.3,93.39103932,inceptisols,sedimentary,cropland,4.66,0.189683296,2.500268335,580.3960418,9.860880369,7.33E-05,58.52631579,16.74818935
NEUSE RIVER,USGS,35.25777778,-77.5855556,Humid Subtropical,6972.248,92.19322709,ultisols,sedimentary; metamorphic,cropland,47.544,0.170593605,3.417444452,796.5192191,15.91203118,0.622852395,85.36842105,14.49029543
Niger,Mali,12.63,-7.94,Tropical Savanna,NA,468.3269901,ultisols,metamorphic,shrubland_grassland,NA,NA,4.254052227,NA,25.38659392,NA,NA,12.8540756
Nissan Halmstad,Swedish Goverment,56.6914833,12.8736564,Humid Temperate,2586.929309,185.6255678,spodosols,plutonic,evergreen_needleleaf_forest,31.8,0.393015391,2.423962847,420.1488487,6.931437317,0.659622362,85.36842105,17.67723951
NOREVEF,NIVA,65.74245589,13.22661775,Subarctic,4122,639.9625604,spodosols,metamorphic,tundra,98.6792288,0.587867172,3.572360706,331.6443322,0.810493141,0.227608803,151.3157895,22.90133482
North Canadian,USGS,35.5003412,-97.1939194,Humid Subtropical,35677.09,941.7087586,mollisols,sedimentary,shrubland_grassland,5.9996,0.293056583,2.08549132,308.0189867,14.36918198,0.271005445,94.10526316,14.51263505
North Slyamore Creek,USGS,35.99166667,-92.21388889,Humid Subtropical,150.4732,300.3730769,ultisols,sedimentary; carbonate_evaporite,deciduous_broadleaf_forest,0.35962395,0.158206283,3.548306012,816.375881,14.47350708,0.724313165,94.31578947,14.55838053
NORTH TYNE AT REAVERHILL,UK,55.0298599,-2.1282494,Humid Temperate,1007.5,284.9433364,spodosols,sedimentary; carbonate_evaporite,cropland,13.81,0.300363595,3.341194493,111.9063957,7.341555274,5.86E-05,86.73684211,17.26753085
NORWALK RIVER,USGS,41.16376667,-73.4195444,Humid Subtropical,77.69964,147.9310345,inceptisols,metamorphic,deciduous_broadleaf_forest,0.949465,0.298418944,3.719588825,777.6601337,10.8891189,0.972401791,106.3157895,15.08651309
Nykopingsan Spanga,Swedish Goverment,58.830567,16.9205503,Humid Continental,3628.922924,63.5372109,inceptisols,plutonic,evergreen_needleleaf_forest,13.2,0.455129131,2.124686531,425.3973342,6.669013616,0.632667807,91.21052632,18.29994806
Ob,GRO,66.63,66.6,Subarctic,2950000,248.8907986,mollisols,sedimentary,cropland,8800,0.534695815,1.681984472,421.0346168,0.296138837,0.376260955,126.2105263,23.78710284
OHIO RIVER AT CANNELTON DAM,USGS,37.89950088,-86.70554179,Humid Subtropical,251228.8,395.7960612,alfisols,sedimentary,deciduous_broadleaf_forest,2830,0.228478885,3.354678561,747.8572067,11.31078197,0.71258735,97.21052632,14.74270919
OHIO RIVER AT OLMSTED,USGS,37.17921867,-89.058404,Humid Subtropical,525767.6,349.683791,alfisols,sedimentary,deciduous_broadleaf_forest,7711.75,0.23802178,3.483254558,762.0658827,12.28044454,0.669333127,95.94736842,14.67181558
OR_low,Catalina Jemez,32.449389,-110.73994,Semi-Arid,1.09,2179.333333,mollisols,sedimentary,evergreen_needleleaf_forest,0.00136125,0.355719697,1.073829959,280.6724354,19.98928364,0.24586746,120.9444444,14.24250495
Ore alv Torrbole,Swedish Goverment,63.7023262,19.5960071,Subarctic,2999.286108,340.7589359,spodosols,plutonic,evergreen_needleleaf_forest,22.3,0.715705656,1.989995477,373.8303766,1.584977764,0.484676986,121.1578947,20.51339542
Orekilsalven Munkedal,Swedish Goverment,58.460363,11.6858744,Humid Temperate,215.651407,143.5447459,spodosols,metamorphic,evergreen_needleleaf_forest,1.59,0.469819386,2.765752905,439.4802396,6.993696168,0.695345769,89.36842105,18.18283128
OSLEALN,NIVA,59.9046129,10.79164091,Humid Continental,69,204.8502415,spodosols,plutonic; metamorphic,urban_and_built_up_land,0.87,0.555179483,2.453989731,353.5104274,5.09480098,0.550283151,105.2631579,18.66716458
OSTEGLO,NIVA,59.27980207,11.13411158,Humid Continental,41918,751.0311706,inceptisols,metamorphic,evergreen_needleleaf_forest,NA,0.595933257,3.327837606,361.4125728,1.060451438,0.356022068,121.1052632,18.44827851
OTTER AT DOTTON,UK,50.6889618,-3.293858,Humid Temperate,202.5,154.0626398,entisols,sedimentary,cropland,1.89,0.174136216,3.657403946,36.73309683,10.62640674,7.74E-05,51.52631579,16.4012545
OTTERY AT WERRINGTON PARK,UK,50.6572727,-4.3442008,Humid Temperate,120.7,150.9032258,entisols,sedimentary,cropland,1.328,0.187666333,3.657403946,42.08400798,10.68488913,8.31E-05,52.15789474,16.39576127
Oulujoki 13000,Finnish Environmental Institute,65.02293,25.4685,Subarctic,22845,186.0927919,spodosols,metamorphic,evergreen_needleleaf_forest,269.25,0.666612261,2.212616755,382.3219562,2.139429563,0.496268318,118.5263158,21.64377694
OUSE AT BARCOMBE MILLS,UK,50.9148809,0.03712423,Humid Temperate,395.7,71.83214286,inceptisols,sedimentary,cropland,1.418,0.167285478,2.281216097,177.1778017,10.52476685,8.44E-05,72.05263158,16.44071111
OUSE AT SKELTON,UK,53.8932834,-1.097626,Humid Temperate,3315,188.8366604,spodosols,sedimentary,cropland,28.8,0.244412051,2.649046236,90.25722885,8.656112018,5.79E-05,69.78947368,17.0157942
PARRETT AT CHISELBOROUGH,UK,51.0357779,-2.8342672,Humid Temperate,74.8,80.06285714,entisols,sedimentary,cropland,0.521,0.181311362,3.657403946,33.43979904,10.69365817,7.33E-05,49.63157895,16.46204058
Paulins Kill,USGS,40.9808333,-74.9533333,Humid Subtropical,326.3385,224.9032787,inceptisols,sedimentary; metamorphic,deciduous_broadleaf_forest,4.1035,0.313708408,3.719588825,755.0351566,10.14566607,0.787246627,102.7368421,15.06617247
PEEL RIVER AT UPSTREAM PARADISE WEIR,Australia,-31.1,150.9,Humid Subtropical,2403.97,797.8355453,oxisol,sedimentary,evergreen_broadleaf_forest,0.905,0.130396092,2.493118516,81.66268867,14.83795569,0.000110061,160.6842105,14.12112585
Perhonjoki 10600,Finnish Environmental Institute,63.85452,23.2196,Subarctic,2524,119.6776477,inceptisols,plutonic,mixed_forest,15,0.67374368,2.012098259,386.1720362,3.360484884,0.553075558,113.2105263,20.61959629
PICEANCE CREEK AT WHITE RIVER,USGS,40.0780264,-108.2364753,Humid Continental,1310.534,2237.274158,mollisols,sedimentary,shrubland_grassland,0.54053,0.653383358,0.930124562,310.1763853,6.545008871,0.290831668,107.8947368,14.96775898
PICEANCE CREEK RYAN GULCH,USGS,39.9210833,-108.2975876,Humid Continental,1688.672,2276.668377,mollisols,sedimentary,shrubland_grassland,0.46695,0.650866837,1.064623937,316.7286468,6.525537029,0.297692921,109.1052632,14.95097469
PIDDLE AT BAGGS MILL,UK,50.6879852,-2.1245208,Humid Temperate,183.1,106.1173594,alfisols,carbonate_evaporite,cropland,1.85,0.169659926,2.351490433,32.94916778,10.69004222,7.70E-05,57.78947368,16.40108505
PINE CREEK,USGS,43.02705556,-109.7735278,Subarctic,196.3211,3202.775401,entisols,metamorphic,mixed_forest,1.22256,0.721997676,0.861086406,320.4300084,-3.268015152,0.151454621,152.7894737,15.30198648
Pite alv Bolebyn,Swedish Goverment,65.3790049,21.2988923,Subarctic,11233.4,463.4173118,inceptisols,plutonic,evergreen_needleleaf_forest,140,0.643084758,2.176511296,336.4360761,-0.384805674,0.34392049,129.2105263,22.09936979
Platte River,USGS,41.01497778,-96.1575,Humid Continental,221107.3,1433.669424,mollisols,sedimentary,shrubland_grassland,209.42,0.467697292,1.473609795,379.5528008,7.891415219,0.313530273,109.8947368,15.06995858
PLYM AT CARN WOOD,UK,50.4095813,-4.0786022,Humid Temperate,79.2,283.2,inceptisols,sedimentary,cropland,1.38,0.181424589,3.657403946,37.57883028,10.75572651,7.93E-05,90.78947368,16.35316775
POPPLE RIVER,USGS,45.7636111,-88.4636111,Humid Continental,360.0083,476.5359116,spodosols,volcanic; plutonic,mixed_forest,1.79422,0.401234723,2.786870456,630.9692602,4.597063637,0.691370424,117.7894737,15.64974553
Porto Velho,HYBAM,-8.73,-63.92,Humid Tropical,981203,646.3803088,ultisols,sedimentary,evergreen_broadleaf_forest,16585,0.348308032,4.387402744,314.3872012,23.49856923,9.75E-05,80.89473684,12.61991472
"Porvoonjoki 11,5  6022",Finnish Environmental Institute,60.44222,25.60803,Humid Continental,1273,79.88215488,spodosols,plutonic,evergreen_needleleaf_forest,5.3,0.676899506,2.18268185,413.6056419,5.004319231,0.57383828,117.4736842,18.86878897
POTOMAC RIVER,USGS,38.94977778,-77.12763889,Humid Subtropical,29940.26,393.6215176,ultisols,sedimentary,deciduous_broadleaf_forest,192.44,0.248633313,3.311573586,735.8771965,11.43423176,0.747739721,95.15789474,14.849124
Pyhajoki Hourunk 11400,Finnish Environmental Institute,64.46205,24.26652,Subarctic,3712,116.8706697,inceptisols,plutonic,mixed_forest,20,0.696577687,2.108766331,382.5218192,3.154632757,0.542695141,114.2105263,21.09480163
Q1,LUQ,18.32,-65.75,Humid Tropical,0.07,366,oxisol,volcanic,mixed_forest,0.00215347,0.125,4.320991574,317.2571429,26.13084715,1.618480952,112.625,13.20878191
Q2,LUQ,18.31,-65.74,Humid Tropical,0.07,366,oxisol,volcanic,mixed_forest,0.001981,0.125,4.320991574,510.0833333,26.13084715,1.648211111,73.66666667,13.20813685
Q3,LUQ,18.31,-65.74,Humid Tropical,0.28,478,oxisol,volcanic,cropland,0.01397731,0.125,4.320991574,647.897415,26.13084715,1.652043537,60.27777778,13.20813685
QG,LUQ,18.2839,-65.78927,Humid Tropical,0.13,686.25,oxisol,volcanic,mixed_forest; shrubland_grassland,0.010471,0.125,4.320991574,538.8884921,26.13084715,1.637234524,33.3125,13.20645367
QS,LUQ,18.32,-65.82,Humid Tropical,2.6,686.3,oxisol,volcanic,mixed_forest,0.09905,0.125,4.320991574,1190.695344,26.13084715,1.608638095,36.47368421,13.20878191
Raan Helsingborg,Swedish Goverment,66.0213709,21.9681885,Subarctic,137.45432,57.18471338,alfisols,carbonate_evaporite,cropland,0.267,0.382501648,2.546448408,514.9195139,8.576453317,0.614133921,91.47368421,23.35299217
Ramapo River,USGS,41.09805556,-74.16277778,Humid Continental,310.7986,238.8854167,inceptisols,metamorphic,deciduous_broadleaf_forest,3.9903,0.317050092,3.719588825,745.4330361,9.94996318,0.860416671,108.1052632,15.07919067
Rane alv Niemisel,Swedish Goverment,66.0216412,21.967199,Subarctic,174.145614,266.7838495,inceptisols,plutonic,evergreen_needleleaf_forest,30.2,0.711432921,1.931275837,345.686747,0.090703713,0.418213633,124.6842105,23.35322431
RED RIVER,USGS,47.9269234,-97.0292435,Humid Continental,77958.64,372.7819629,mollisols,sedimentary,cropland,85.749,0.475890247,1.676324272,549.9290585,4.916604045,0.437793158,138.5789474,15.95675684
RES4,LUQ,NA,NA,NA,NA,428.9302326,oxisol,volcanic,mixed_forest,0.8207,0.125,4.320991574,1444.6387,26.13084715,1.568499306,42.89473684,NA
RI,LUQ,18.28,-65.79,Humid Tropical,3.3,695.7,inceptisols,volcanic,shrubland_grassland,0.26885,0.125,4.320991574,873.648291,26.13084715,1.628287546,48.88888889,13.20620221
RIBBLE AT HENTHORN,UK,53.8446592,-2.4331262,Humid Temperate,456,252.9342493,inceptisols,sedimentary; carbonate_evaporite,cropland,6.3695,0.239453734,2.649046236,37.72240395,8.405804038,5.59E-05,69.78947368,17.00547395
RIBBLE AT SAMLESBURY,UK,53.7692193,-2.6235109,Humid Temperate,1145,231.1058158,inceptisols,sedimentary; carbonate_evaporite,cropland,17.1,0.244791427,3.156702961,324.142562,8.753749655,6.51E-05,67.94736842,16.98953105
RICHMOND RIVER AT CASINO,Australia,-28.86,153.1,Humid Subtropical,1875.6,269.6214689,oxisol,volcanic,evergreen_broadleaf_forest,3.325,0.126278126,3.335649979,95.50272842,18.75845225,0.000150858,265.4210526,13.94296361
ROARING FORK,USGS,39.37331729,-107.0839367,Subarctic,2224.8,3113.730145,inceptisols,plutonic,evergreen_needleleaf_forest,10.0465,0.690826112,1.262381768,474.5053124,0.339236746,0.402307732,132.8947368,14.89311495
ROCK CREEK,USGS,42.5625,-114.4947222,Semi-Arid,670.8069,1585.769941,mollisols,volcanic,shrubland_grassland,2.69699,0.550962334,0.853835596,312.5614811,8.366169222,0.262192138,94.05263158,15.2467904
RODING AT REDBRIDGE,UK,51.6053898,0.0462217,Humid Temperate,303.3,70.57357357,mollisols,sedimentary,cropland,0.735,0.175859251,2.210941762,851.1794913,10.34993488,8.36E-05,59.21052632,16.56462273
ROGEBJE,NIVA,58.48877215,6.001966593,Humid Temperate,705,480.4114064,spodosols,plutonic,evergreen_needleleaf_forest,38.6968454,0.567374334,6.268654837,402.6105761,6.511372747,0.441843876,115,18.1916637
ROGEORR,NIVA,58.7325679,5.529975009,Humid Temperate,105,61.25951557,spodosols,plutonic,evergreen_needleleaf_forest,3.16340805,0.382996591,6.268654837,491.6531349,7.20209996,0.651413938,76.84210526,18.26851229
ROGEVIK,NIVA,59.49964774,5.914008637,Humid Temperate,118,549.6409496,spodosols,metamorphic,evergreen_needleleaf_forest,8.04095121,0.602026999,6.268654837,378.5771778,6.284300351,0.409080013,126.1052632,18.52354157
Ronnean Klippan,Swedish Goverment,56.1216799,13.1452722,Humid Temperate,36.35,98.22175041,spodosols,sedimentary; plutonic; carbonate_evaporite; metamorphic,cropland,3.01,0.380686798,2.546448408,525.178169,8.273433589,0.715435279,89.10526316,17.53052059
ROTHER AT UDIAM,UK,51.0007084,0.68514022,Humid Temperate,206,88.10514541,alfisols,sedimentary; carbonate_evaporite,cropland,0.714,0.187186228,2.210941762,54.4377386,10.61516041,8.58E-05,71.52631579,16.45583777
ROTHER AT WOODHOUSE MILL,UK,53.4096092,-1.362128,Humid Temperate,352.2,141.6902314,inceptisols,carbonate_evaporite,cropland,2.58,0.250872778,2.649046236,1819.590893,8.875254739,0.000107277,57.52631579,16.91466063
RS,LUQ,18.32738,-65.72985,Humid Tropical,7.9,671.9166667,oxisol,volcanic,mixed_forest,0.253285,0.125,4.320991574,1019.84873,26.13084715,1.644932947,41,13.20925802
Rufus River Junction,MD,-34.062193,141.244785,Semi-Arid,911991.4,285.3649523,oxisol,sedimentary,shrubland_grassland,84.963,0.176139279,1.562643509,64.43599846,17.38960912,4.63E-05,108.7368421,14.37254279
Rurrenabaque,HYBAM,-14.44,-67.53,Humid Tropical,70370.68562,2186.076543,entisols,sedimentary,shrubland_grassland,1371.5,0.430012743,3.790698293,165.7984305,14.4245761,0.000131188,269.1052632,12.96080976
S000.2K,UMR,40.3056643,-90.074362,Humid Continental,4237,211.4331927,mollisols,sedimentary,cropland,19.0176,0.392420777,3.002959474,692.4528312,10.37919875,0.524241789,119.8421053,14.99227122
S65,KRR,27.80358333,-81.19754722,Humid Subtropical,419,18.69387755,spodosols,sedimentary,cropland,14.0368,0.128642174,3.749316065,828.9555087,22.5206528,0.726777996,72.52631579,13.86964535
S65A,KRR,27.65964167,-81.13427222,Humid Subtropical,421,23.71943574,spodosols,sedimentary,cropland,13.234495,0.125451408,3.749316065,831.1707991,22.47959668,0.712183355,76,13.85871518
S65D,KRR,27.31436944,-81.02284722,Humid Subtropical,474,19.83893557,spodosols,sedimentary,cropland,21.112932,0.125433176,3.817216115,798.3294596,22.35488627,0.690827977,71.10526316,13.832633
S65E,KRR,27.22587778,-80.96258056,Humid Subtropical,117,13.64397906,spodosols,sedimentary; carbonate_evaporite,cropland,21.722514,0.127392545,3.885116165,788.9504384,22.20802168,0.684739933,70.94736842,13.82597877
SACRAMENTO R,USGS,38.45601954,-121.5013437,Mediterranean,70541.43,1000.117134,alfisols,volcanic,evergreen_needleleaf_forest,407.52,0.577176056,2.289826549,409.2117753,10.59714586,0.422361596,50,14.79863243
Saddle River,USGS,40.89027778,-74.0805556,Humid Subtropical,141.4134,88.80136986,inceptisols,sedimentary; metamorphic,urban_and_built_up_land,2.089955,0.334397801,3.719588825,739.4133502,10.81312758,0.812194643,99.26315789,15.05615433
SADDLE STREAM 007,NWT,40.04903177,-105.5923174,Subarctic,0.08,3437.5,inceptisols; entisols,plutonic,mixed_forest,0,0.770833333,1.093297169,184.0889683,0.903566976,0.275063492,146.6842105,14.9646511
Sagehen,Sagehen,39.43166667,-120.2369444,Mediterranean,27,2185.311475,andisols,volcanic,evergreen_needleleaf_forest,0.11603,0.7707398,2.322248016,400.4424558,4.806623112,0.436984612,118.6315789,14.89922583
SAGEHEN C,USGS,39.43157246,-120.2379793,Mediterranean,27.19488,2185.311475,andisols,volcanic,evergreen_needleleaf_forest,NA,0.7707398,2.322248016,400.4424558,4.806623112,0.436984612,118.6315789,14.89921595
SAN JOAQUIN,USGS,37.6760406,-121.2663293,Mediterranean,35065.85,993.354343,alfisols,sedimentary,shrubland_grassland,44.997,0.750124801,1.377161878,370.3933832,10.930402,0.447675435,27.52631579,14.7205392
SANTA ANA,USGS,33.88334875,-117.6453296,Mediterranean,5848.193,886.6471013,mollisols,plutonic,shrubland_grassland,4.245,0.518813602,0.8521923,284.0900712,13.12615788,0.381540371,58.89473684,14.36662096
Saut Maripa,HYBAM,3.8,-51.88,Humid Tropical,24247.06712,159.4132584,ultisols,plutonic,evergreen_broadleaf_forest,651.5,0.125737957,6.699868052,113.8053288,25.26564958,0.000148339,168.5263158,12.33708035
Seventeen Mile Creek Waterfall View,Australia,-14.28,132.4,Tropical Savanna,613.629,290.7361963,oxisol,sedimentary; plutonic,shrubland_grassland,0.888,0.125,3.572532114,52.01518167,26.33732939,4.86E-05,303.8947368,12.95101051
SEVERN AT HAW BRIDGE,UK,51.9484754,-2.2269243,Humid Temperate,9895,149.511373,inceptisols,sedimentary,cropland,68.405,0.20217075,3.080575075,358.8767885,9.488771148,7.00E-05,58.47368421,16.62813887
SEVERN AT MONTFORD,UK,52.7192134,-2.7905255,Humid Temperate,2025,257.0943121,inceptisols,sedimentary,cropland,24.2,0.235854767,3.660881815,60.48230009,8.916298586,6.28E-05,62.52631579,16.77589487
SFJENAU,NIVA,61.53292642,5.753346824,Humid Temperate,277,685.3833766,spodosols,metamorphic,shrubland_grassland,15.6964159,0.615974978,6.127933996,342.140445,3.211032887,0.283319477,141.2105263,19.3238593
SG16.2C,UMR,40.06442554,-90.14657055,Humid Continental,13185,198.5412004,mollisols,sedimentary,cropland,61.977,0.321574969,3.114009957,704.231276,11.48675818,0.482888199,129.3684211,14.96630073
SHINGLE CREEK,USGS,45.04996508,-93.3102274,Humid Continental,73.03766,273.0124224,mollisols,carbonate_evaporite,urban_and_built_up_land,537.7,0.509104409,2.321245274,549.6525893,6.902340654,0.569363061,104.3684211,15.55505622
Siikajoki 8-tien s 11600,Finnish Environmental Institute,64.71787,24.96003,Subarctic,4218,106.0014115,inceptisols,metamorphic,deciduous_needleleaf_forest,29.3,0.722751239,2.108766331,375.80949,2.898021339,0.530617717,115.4736842,21.3276882
SIMOJOKI AS. 13500,Finnish Environmental Institute,65.66188,25.07547,Subarctic,3160,154.3198165,inceptisols,metamorphic,evergreen_needleleaf_forest,28.2,0.716538796,2.026904416,378.7977895,1.694291701,0.467380183,125.0526316,22.62633033
Site 1,Krycklan,64.24850547,19.80805064,Subarctic,0.48,267.25,spodosols,metamorphic,evergreen_needleleaf_forest,0.00166233,0.700446429,2.036034281,341.4695192,2.093050481,0.518546939,110.1052632,20.9170306
Site 10,Krycklan,64.25699943,19.78664302,Subarctic,3.36,301.173913,spodosols,metamorphic,evergreen_needleleaf_forest,0.01843251,0.751289683,2.036034281,353.901101,2.093050481,0.493830688,118,20.9238538
Site 1069,Finnish Environmental Institute,60.08735,23.63833,Humid Continental,2046,86.86413685,spodosols,metamorphic,evergreen_needleleaf_forest,13.7,0.592643569,2.233692367,416.2033028,5.252495384,0.596392192,110.5263158,18.73422769
Site 11310,Finnish Environmental Institute,60.58443,27.70874,Humid Continental,357,51.84210526,spodosols,plutonic,evergreen_needleleaf_forest,2.1,0.723967207,2.2309997,427.8783637,4.895257972,0.629742733,106.9473684,18.92441203
Site 11523,Finnish Environmental Institute,60.49358,26.45088,Humid Continental,18580,126.0659414,spodosols,plutonic,evergreen_needleleaf_forest,161.1,0.607295415,2.182644886,394.3236504,3.982976369,0.579770813,111.4736842,18.88876139
Site 11532,Finnish Environmental Institute,60.50865,26.87836,Humid Continental,18580,126.0659414,spodosols,plutonic,evergreen_needleleaf_forest,137.35,0.607295415,2.182644886,394.3236504,3.982976369,0.579770813,111.4736842,18.89464643
Site 11564,Finnish Environmental Institute,60.67526,26.76723,Humid Continental,36705,126.0659414,spodosols,plutonic,evergreen_needleleaf_forest,286,0.607295415,2.182644886,394.3236504,3.982976369,0.579770813,111.4736842,18.96047444
Site 13,Krycklan,64.23285699,19.78710742,Subarctic,7,211.2307692,spodosols,metamorphic,evergreen_needleleaf_forest,0.02484488,0.699835526,2.036034281,339.185042,2.093050481,0.515423308,121,20.90451034
Site 14,Krycklan,64.22615432,19.77076828,Subarctic,14.1,239.1694915,spodosols,metamorphic,evergreen_needleleaf_forest,0.06621941,0.758576389,2.036034281,352.1740766,2.093050481,0.50621119,116.8947368,20.89916729
Site 16,Krycklan,64.198508,19.869488,Subarctic,67.9,224.1785714,spodosols,metamorphic,evergreen_needleleaf_forest,0.41881886,0.745402708,2.036034281,363.9870712,2.093050481,0.523514897,116.3684211,20.87725217
